file_name,classes,xmin,ymin,xmax,ymax
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0404.jpg,milhouse_van_houten,63,17,257,212
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0641.jpg,charles_montgomery_burns,106,36,269,209
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0641.jpg,moe_szyslak,14,66,131,204
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0567.jpg,lisa_simpson,51,100,208,229
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0245.jpg,comic_book_guy,47,0,213,256
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0234.jpg,homer_simpson,13,88,99,179
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1516.jpg,homer_simpson,99,13,263,273
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1242.jpg,marge_simpson,113,5,261,246
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0886.jpg,ned_flanders,96,5,203,242
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1173.jpg,marge_simpson,0,7,155,276
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0524.jpg,chief_wiggum,4,21,203,259
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0458.jpg,chief_wiggum,14,1,227,220
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0659.jpg,krusty_the_clown,161,5,293,242
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0659.jpg,krusty_the_clown,78,4,281,291
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0312.jpg,apu_nahasapeemapetilon,74,16,271,215
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1542.jpg,homer_simpson,0,65,191,257
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0242.jpg,moe_szyslak,169,31,276,157
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0242.jpg,principal_skinner,158,31,271,143
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0275.jpg,bart_simpson,47,40,254,243
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0064.jpg,abraham_grampa_simpson,0,34,287,292
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0787.jpg,charles_montgomery_burns,91,58,214,169
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0787.jpg,charles_montgomery_burns,70,57,210,250
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0748.jpg,bart_simpson,53,10,257,254
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0012.jpg,kent_brockman,92,58,179,191
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0221.jpg,ned_flanders,19,47,168,257
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0474.jpg,principal_skinner,0,78,159,247
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0374.jpg,abraham_grampa_simpson,106,57,293,271
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0073.jpg,principal_skinner,42,12,254,279
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0276.jpg,milhouse_van_houten,83,21,215,247
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1242.jpg,ned_flanders,50,35,281,260
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1281.jpg,marge_simpson,34,2,289,259
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_2135.jpg,homer_simpson,99,0,255,286
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0896.jpg,bart_simpson,70,61,198,247
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1204.jpg,ned_flanders,97,45,229,210
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0158.jpg,nelson_muntz,93,39,285,280
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0158.jpg,ned_flanders,72,58,258,239
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0039.jpg,kent_brockman,68,0,150,116
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0466.jpg,comic_book_guy,102,3,262,126
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0466.jpg,comic_book_guy,81,0,273,205
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0110.jpg,nelson_muntz,22,37,174,164
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_1097.jpg,principal_skinner,0,0,269,258
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0924.jpg,ned_flanders,115,56,235,186
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0811.jpg,ned_flanders,125,22,234,245
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0406.jpg,apu_nahasapeemapetilon,71,8,234,270
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0045.jpg,edna_krabappel,5,0,124,143
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0045.jpg,edna_krabappel,0,0,79,76
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0045.jpg,edna_krabappel,0,3,191,192
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0325.jpg,marge_simpson,44,0,195,208
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0325.jpg,marge_simpson,59,3,143,186
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0325.jpg,marge_simpson,120,8,190,166
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0445.jpg,bart_simpson,103,96,274,271
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0822.jpg,charles_montgomery_burns,70,5,242,168
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0149.jpg,abraham_grampa_simpson,111,32,238,222
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0149.jpg,marge_simpson,2,40,72,179
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0176.jpg,sideshow_bob,146,2,250,126
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0176.jpg,sideshow_bob,63,13,181,141
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0176.jpg,sideshow_bob,22,0,180,239
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0258.jpg,kent_brockman,84,12,237,274
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1396.jpg,ned_flanders,2,42,223,249
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0158.jpg,abraham_grampa_simpson,127,9,251,266
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1003.jpg,lisa_simpson,60,83,238,237
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0243.jpg,lisa_simpson,181,139,262,230
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0243.jpg,sideshow_bob,107,22,277,247
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1176.jpg,ned_flanders,53,22,199,219
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_0804.jpg,moe_szyslak,135,9,252,152
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0303.jpg,lisa_simpson,40,0,217,280
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0928.jpg,bart_simpson,130,66,292,247
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0096.jpg,abraham_grampa_simpson,100,62,289,263
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0096.jpg,homer_simpson,93,50,290,278
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0474.jpg,ned_flanders,57,11,167,271
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0119.jpg,abraham_grampa_simpson,42,86,275,287
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0304.jpg,bart_simpson,1,10,200,262
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0304.jpg,homer_simpson,41,0,263,284
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0462.jpg,apu_nahasapeemapetilon,97,8,239,236
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0109.jpg,marge_simpson,72,0,218,282
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0655.jpg,ned_flanders,168,10,291,212
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0127.jpg,marge_simpson,86,0,244,227
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0526.jpg,ned_flanders,85,4,222,268
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1986.jpg,homer_simpson,34,52,195,155
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0439.jpg,principal_skinner,56,18,244,195
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0439.jpg,principal_skinner,30,26,272,283
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0126.jpg,ned_flanders,105,35,177,207
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_1020.jpg,milhouse_van_houten,51,41,258,237
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_1150.jpg,charles_montgomery_burns,106,6,224,232
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0272.jpg,sideshow_bob,86,0,241,255
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0272.jpg,sideshow_bob,119,0,221,192
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_1367.jpg,moe_szyslak,133,14,224,161
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0151.jpg,charles_montgomery_burns,43,3,141,93
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0151.jpg,charles_montgomery_burns,31,0,199,148
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1051.jpg,lisa_simpson,72,131,233,268
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0801.jpg,marge_simpson,28,28,149,181
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0136.jpg,bart_simpson,9,8,282,282
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0524.jpg,moe_szyslak,10,15,176,218
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0524.jpg,charles_montgomery_burns,4,38,208,256
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0910.jpg,lisa_simpson,65,23,203,267
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0815.jpg,bart_simpson,124,21,265,260
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1128.jpg,ned_flanders,130,51,182,189
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0583.jpg,homer_simpson,49,1,240,273
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1280.jpg,kent_brockman,28,10,172,210
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0164.jpg,comic_book_guy,121,10,224,160
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1753.jpg,homer_simpson,92,24,217,274
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0727.jpg,abraham_grampa_simpson,84,1,183,260
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0545.jpg,principal_skinner,85,5,261,203
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0323.jpg,comic_book_guy,38,7,252,183
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0666.jpg,lisa_simpson,14,88,167,249
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1039.jpg,ned_flanders,68,6,252,279
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0188.jpg,milhouse_van_houten,3,53,172,237
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0144.jpg,chief_wiggum,4,18,170,223
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0144.jpg,chief_wiggum,0,24,256,291
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0116.jpg,abraham_grampa_simpson,92,0,214,271
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0413.jpg,kent_brockman,112,57,199,232
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0612.jpg,sideshow_bob,113,0,246,258
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0252.jpg,nelson_muntz,10,70,121,203
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0252.jpg,ned_flanders,145,24,247,147
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0252.jpg,principal_skinner,219,92,293,181
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1253.jpg,bart_simpson,189,69,288,203
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0246.jpg,apu_nahasapeemapetilon,6,23,172,218
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0033.jpg,marge_simpson,3,0,281,249
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1261.jpg,bart_simpson,84,42,243,259
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1102.jpg,homer_simpson,66,0,265,287
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0990.jpg,krusty_the_clown,41,29,285,245
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1668.jpg,homer_simpson,64,16,211,273
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0622.jpg,lisa_simpson,37,88,166,207
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1182.jpg,homer_simpson,91,18,245,276
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0133.jpg,bart_simpson,20,6,164,175
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0289.jpg,kent_brockman,106,7,211,181
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0289.jpg,kent_brockman,91,9,230,273
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0748.jpg,principal_skinner,47,1,230,146
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0748.jpg,principal_skinner,26,0,260,270
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1281.jpg,homer_simpson,127,12,251,254
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1118.jpg,marge_simpson,80,0,274,248
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0248.jpg,sideshow_bob,28,0,186,239
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0248.jpg,sideshow_bob,53,0,175,139
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0165.jpg,nelson_muntz,161,10,281,249
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0324.jpg,krusty_the_clown,89,23,249,235
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0324.jpg,krusty_the_clown,108,30,229,169
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0703.jpg,marge_simpson,125,13,258,264
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1218.jpg,marge_simpson,17,1,227,239
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0584.jpg,homer_simpson,88,0,275,245
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_1028.jpg,milhouse_van_houten,55,34,255,230
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0164.jpg,bart_simpson,78,3,205,256
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0775.jpg,principal_skinner,59,0,274,221
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0761.jpg,krusty_the_clown,79,2,209,273
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0157.jpg,charles_montgomery_burns,31,3,109,122
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0157.jpg,charles_montgomery_burns,32,7,152,174
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0157.jpg,charles_montgomery_burns,42,10,91,92
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0698.jpg,charles_montgomery_burns,122,20,252,210
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0134.jpg,nelson_muntz,120,25,214,219
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0238.jpg,milhouse_van_houten,202,9,295,193
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0238.jpg,marge_simpson,168,20,300,235
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0703.jpg,homer_simpson,15,0,229,263
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0022.jpg,charles_montgomery_burns,40,1,158,156
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0022.jpg,charles_montgomery_burns,61,4,131,111
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0384.jpg,marge_simpson,89,9,282,281
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0913.jpg,marge_simpson,70,14,260,262
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0311.jpg,apu_nahasapeemapetilon,36,9,243,204
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0703.jpg,milhouse_van_houten,0,20,234,278
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0437.jpg,comic_book_guy,57,15,225,221
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0490.jpg,sideshow_bob,118,0,292,268
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0490.jpg,sideshow_bob,0,33,141,244
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0490.jpg,sideshow_bob,36,10,262,225
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1153.jpg,bart_simpson,105,1,211,244
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1153.jpg,apu_nahasapeemapetilon,29,80,97,207
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_2090.jpg,homer_simpson,61,6,209,184
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_2090.jpg,abraham_grampa_simpson,36,6,215,278
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0269.jpg,ned_flanders,129,38,246,206
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0279.jpg,marge_simpson,62,4,181,196
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1409.jpg,ned_flanders,97,14,180,204
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1409.jpg,ned_flanders,78,1,196,274
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0972.jpg,lisa_simpson,104,63,202,262
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0972.jpg,bart_simpson,95,50,214,277
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0274.jpg,apu_nahasapeemapetilon,32,11,176,254
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_2189.jpg,homer_simpson,122,20,223,251
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1180.jpg,homer_simpson,72,23,202,275
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0517.jpg,principal_skinner,0,38,212,256
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0517.jpg,ned_flanders,4,29,258,264
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0189.jpg,nelson_muntz,49,113,241,254
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0336.jpg,krusty_the_clown,79,15,212,260
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0336.jpg,krusty_the_clown,93,22,197,168
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0927.jpg,charles_montgomery_burns,31,0,230,259
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1161.jpg,homer_simpson,59,23,251,265
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0238.jpg,krusty_the_clown,126,22,285,243
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0955.jpg,principal_skinner,143,93,201,161
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0808.jpg,lisa_simpson,48,104,177,207
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_1056.jpg,krusty_the_clown,60,11,177,233
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0181.jpg,edna_krabappel,22,35,250,228
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0914.jpg,bart_simpson,71,43,244,240
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0321.jpg,chief_wiggum,109,24,231,253
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0321.jpg,chief_wiggum,126,37,215,187
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0374.jpg,lisa_simpson,62,8,169,217
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0557.jpg,ned_flanders,77,41,168,179
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1045.jpg,homer_simpson,68,13,211,261
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0271.jpg,ned_flanders,41,72,133,230
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0532.jpg,abraham_grampa_simpson,51,10,250,245
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0898.jpg,principal_skinner,106,17,284,187
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_1116.jpg,principal_skinner,33,12,155,129
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_1116.jpg,principal_skinner,20,11,167,222
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0574.jpg,comic_book_guy,133,74,246,159
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0574.jpg,sideshow_bob,0,2,163,150
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1120.jpg,ned_flanders,170,15,298,243
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1025.jpg,bart_simpson,118,106,237,264
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0150.jpg,kent_brockman,61,21,232,240
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0150.jpg,kent_brockman,83,6,187,180
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0232.jpg,principal_skinner,117,0,212,229
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0232.jpg,principal_skinner,86,6,232,296
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0643.jpg,abraham_grampa_simpson,70,32,283,280
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0079.jpg,nelson_muntz,74,21,218,300
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0249.jpg,edna_krabappel,108,10,291,212
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0249.jpg,charles_montgomery_burns,93,45,295,269
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0588.jpg,chief_wiggum,84,56,224,269
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0959.jpg,lisa_simpson,136,114,283,271
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0393.jpg,lisa_simpson,23,3,148,186
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0596.jpg,lisa_simpson,28,113,217,276
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1213.jpg,ned_flanders,97,11,200,237
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0942.jpg,charles_montgomery_burns,162,59,229,162
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0328.jpg,ned_flanders,83,25,193,268
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0141.jpg,homer_simpson,73,41,224,235
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0187.jpg,krusty_the_clown,113,87,192,203
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0912.jpg,ned_flanders,79,35,269,222
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1975.jpg,homer_simpson,50,10,211,247
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0431.jpg,comic_book_guy,63,0,155,174
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1774.jpg,homer_simpson,152,32,281,274
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0375.jpg,marge_simpson,67,7,206,261
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1070.jpg,lisa_simpson,68,95,234,278
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1237.jpg,marge_simpson,10,43,157,210
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0460.jpg,sideshow_bob,24,0,235,273
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0140.jpg,bart_simpson,43,88,175,276
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0747.jpg,homer_simpson,126,0,240,231
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_1219.jpg,moe_szyslak,92,90,218,178
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0923.jpg,marge_simpson,93,12,300,296
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1319.jpg,bart_simpson,61,0,173,256
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0601.jpg,principal_skinner,60,1,192,239
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0056.jpg,marge_simpson,115,0,237,183
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0056.jpg,marge_simpson,93,7,252,273
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1657.jpg,homer_simpson,72,65,226,280
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0937.jpg,marge_simpson,65,3,179,278
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1221.jpg,ned_flanders,83,64,278,219
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1221.jpg,krusty_the_clown,18,43,279,235
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0442.jpg,lisa_simpson,37,132,146,239
